Molecule Name,∆LFQ,Std. Dev.,P-Value,Molecule Type
ARA2 (YMR041c),0.862131,0.77633,0.171290733,PROTEIN
RPP0 (YLR340W),-0.105518,0.0550356,0.171390031,PROTEIN
CCT5 (YJR064w),-0.175601,0.113569,0.171643805,PROTEIN
Unidentified metabolite. RT 12.4202 (F),0.160932,0.160844,0.171790107,METABOLITE
LPC(16:0),0.626704,0.0717251,0.171972207,LIPID
CBP3 (YPL215w),0.155841,0.126182,0.172136173,PROTEIN
RLP24 (YLR009w),-0.782901,0.783553,0.17229556,PROTEIN
KRE2 (YDR483w),-0.178718,0.130377,0.172556921,PROTEIN
OST3 (YOR085w),0.103986,0.100731,0.172696067,PROTEIN
CKS1 (YBR135w),0.301463,0.0693759,0.17302248,PROTEIN
NHP6B (YBR089c-a),0.238367,0.188706,0.173065351,PROTEIN
NUP192 (YJL039c),-0.161793,0.0928415,0.174309776,PROTEIN
AIR1 (YIL079c),0.535073,0.249129,0.174319701,PROTEIN
RIX1 (YHR197w),-0.132855,0.0471706,0.174991825,PROTEIN
NOP9 (YJL010c),-0.144524,0.120239,0.175114156,PROTEIN
ARH1 (YDR376w),-0.285339,0.113563,0.175642268,PROTEIN
APL2 (YKL135c),0.124731,0.127561,0.175652012,PROTEIN
ATG18 (YFR021w),0.27858,0.0890868,0.175717706,PROTEIN
TEF1 (YBR118wYPR080w),-0.0896107,0.0507401,0.175828537,PROTEIN
BAT1 (YHR208w),-0.141844,0.0539921,0.175933651,PROTEIN
IRC21 (YMR073c),0.765508,0.337112,0.176329485,PROTEIN
URA6 (YKL024c),-0.143593,0.118766,0.176377515,PROTEIN
RRP36 (YOR287c),-0.841758,0.781425,0.176790702,PROTEIN
RSC58 (YLR033w),0.120968,0.0674156,0.178167984,PROTEIN
RIM11 (YMR139w),0.411942,0.252811,0.178215713,PROTEIN
LAS17 (YOR181w),0.294854,0.244949,0.178551153,PROTEIN
GLE2 (YER107c),-0.145233,0.115026,0.178857349,PROTEIN
ULP1 (YPL020c),0.493037,0.196145,0.178960193,PROTEIN
NSP1 (YJL041w),-0.0825145,0.0743765,0.179098581,PROTEIN
MGM1 (YOR211C),-0.390729,0.40903,0.179190582,PROTEIN
NBA1 (YOL070c),0.238247,0.250434,0.179231249,PROTEIN
UBA2 (YDR390c),-0.133948,0.127837,0.179292681,PROTEIN
RTT10 (YPL183c),-0.18459,0.187755,0.179304413,PROTEIN
SLA1 (YBL007c),0.176493,0.0518966,0.179776226,PROTEIN
PIN4 (YBL051c),0.205297,0.129527,0.179996451,PROTEIN
AFG1 (YEL052w),-0.877926,0.781764,0.181531486,PROTEIN
TVP18 (YMR071c),0.383213,0.355748,0.182012957,PROTEIN
ASM4 (YDL088c),-0.234677,0.118003,0.182473963,PROTEIN
NOT3 (YIL038c),0.186438,0.0740627,0.182502046,PROTEIN
HHO1 (YPL127c),0.130216,0.0962152,0.18353724,PROTEIN
CCS1 (YMR038c),-0.219011,0.190189,0.18475612,PROTEIN
ASC1 (YMR116C),-0.229852,0.219753,0.185106282,PROTEIN
Unidentified metabolite. RT 18.1218 (F),-0.478784,0.314348,0.185307549,METABOLITE
OSH3 (YHR073w),-0.154795,0.166168,0.185386611,PROTEIN
SPE2 (YOL052c),-0.154064,0.118587,0.185545022,PROTEIN
APM3 (YBR288c),-0.170619,0.0702688,0.185646471,PROTEIN
L-2-aminobutyric acid,-0.216971,0.161663,0.186276872,METABOLITE
CMP2 (YML057w),0.280775,0.238433,0.186363288,PROTEIN
RPA43 (YOR340c),0.121403,0.0941082,0.186373072,PROTEIN
MPT5 (YGL178w),-0.812226,0.867079,0.187083735,PROTEIN
RPS15 (YOL040c),-0.272349,0.23739,0.187145223,PROTEIN
NPA3 (YJR072c),-0.183607,0.115473,0.187428151,PROTEIN
YLR179C (YLR179c),-0.168396,0.143651,0.187789045,PROTEIN
PRO1 (YDR300c),-0.188485,0.168176,0.187807404,PROTEIN
YGR111W (YGR111w),0.228102,0.0914492,0.187911528,PROTEIN
FRS1 (YLR060W),-0.102841,0.0670189,0.187992576,PROTEIN
KAE1 (YKR038c),-0.31542,0.329593,0.189322222,PROTEIN
SSB1 (YDL229W),-0.311431,0.29442,0.189731034,PROTEIN
YCR075W-A (YCR075w-a),0.819635,0.0231371,0.189820232,PROTEIN
YHR112C (YHR112c),0.469769,0.306522,0.189961727,PROTEIN
CIT2 (YCR005c),0.186163,0.103852,0.190055959,PROTEIN
CAF20 (YOR276W),-0.319551,0.0769257,0.190126677,PROTEIN
MET12 (YPL023c),0.190085,0.11797,0.190146673,PROTEIN
VAN1 (YML115c),0.173054,0.0481049,0.190717864,PROTEIN
ECM2 (YBR065c),0.338304,0.273794,0.19084855,PROTEIN
OLE1 (YGL055w),-0.182194,0.141551,0.191390414,PROTEIN
ATG33 (YLR356w),0.683843,0.510237,0.192369242,PROTEIN
YGL140C (YGL140c),0.211207,0.22708,0.192970599,PROTEIN
ERG9 (YHR190w),-0.12026,0.119472,0.193072266,PROTEIN
POL1 (YNL102w),-0.192837,0.185906,0.193187346,PROTEIN
IKI1 (YHR187w),-0.148277,0.034412,0.193262706,PROTEIN
ERG13 (YML126c),-0.189898,0.203339,0.193358372,PROTEIN
NGG1 (YDR176w),-0.325136,0.274712,0.193447079,PROTEIN
EHD3 (YDR036c),0.268694,0.291868,0.194166267,PROTEIN
SMM1 (YNR015w),-0.235959,0.187429,0.194246509,PROTEIN
DPP1 (YDR284c),-1.10811,1.19268,0.194394992,PROTEIN
RKR1 (YMR247c),-0.179487,0.150836,0.194575071,PROTEIN
ARE2 (YNR019w),0.321233,0.17404,0.19471175,PROTEIN
TCD1 (YHR003c),-0.434723,0.45906,0.19524145,PROTEIN
ECM32 (YER176w),-0.206564,0.160934,0.195528187,PROTEIN
BUL2 (YML111w),-0.256323,0.252265,0.195535526,PROTEIN
RNR2 (YJL026w),-0.330929,0.263473,0.195545176,PROTEIN
TOA1 (YOR194c),0.579308,0.205357,0.196006542,PROTEIN
ATP7 (YKL016C),-0.185637,0.20601,0.196045306,PROTEIN
THR4 (YCR053w),-0.0877677,0.0450387,0.196167774,PROTEIN
SER3 (YER081w),0.944884,0.925451,0.196174475,PROTEIN
BUR2 (YLR226w),-0.34891,0.189598,0.196316472,PROTEIN
2-Hydroxyglutaric acid,0.0912748,0.0502738,0.196428231,METABOLITE
YLR108C (YLR108c),0.522925,0.53747,0.196674927,PROTEIN
HSH155 (YMR288w),0.226979,0.231876,0.196735338,PROTEIN
PUN1 (YLR414c),1.02258,0.213746,0.196998527,PROTEIN
MDS3 (YGL197w),0.206225,0.110711,0.197135936,PROTEIN
EMP47 (YFL048c),0.197973,0.142794,0.197148918,PROTEIN
UTR2 (YEL040w),-0.181874,0.190868,0.198121765,PROTEIN
CDC33 (YOL139c),-0.178619,0.193565,0.198181304,PROTEIN
ARP7 (YPR034w),0.169849,0.144706,0.198359432,PROTEIN
MOT3 (YMR070w),-0.57941,0.438878,0.198368697,PROTEIN
RBG1 (YAL036c),-0.113136,0.121866,0.198755772,PROTEIN
ADK1 (YDR226w),0.128379,0.102352,0.198858747,PROTEIN
ALG12 (YNR030w),0.204499,0.146943,0.198910721,PROTEIN
SNU71 (YGR013w),-0.342518,0.365566,0.19898268,PROTEIN
NMA111 (YNL123w),-0.107092,0.0253632,0.199018552,PROTEIN
GTB1 (YDR221w),-0.505669,0.48336,0.199059282,PROTEIN
GCD10 (YNL062c),-0.204592,0.155915,0.199229894,PROTEIN
PDA1 (YER178w),-0.175409,0.187814,0.199559305,PROTEIN
MSH2 (YOL090w),0.156756,0.135279,0.199710518,PROTEIN
EPT1 (YHR123w),-0.490315,0.542772,0.200017899,PROTEIN
SCJ1 (YMR214w),-0.256182,0.193021,0.200109697,PROTEIN
Unidentified metabolite. RT 17.037 (R),-0.0895788,0.0935202,0.200124459,METABOLITE
Unidentified metabolite. RT 17.5387 (R),-0.105052,0.091801,0.200245693,METABOLITE
FAP1 (YNL023c),0.382762,0.239336,0.200271033,PROTEIN
RTG2 (YGL252c),0.166355,0.185137,0.200310322,PROTEIN
LPC(18:1),0.565439,0.0434648,0.200387092,LIPID
UTP10 (YJL109c),-0.174276,0.134926,0.200472688,PROTEIN
FMP37 (YGL080w),1.22934,0.067681,0.20057825,PROTEIN
SRP102 (YKL154w),0.142245,0.159861,0.200690346,PROTEIN
PRE10 (YOR362C),0.148849,0.154613,0.201298636,PROTEIN
SAC6 (YDR129c),0.129622,0.0528149,0.201407171,PROTEIN
ANB1 (YJR047C),-1.17965,0.641561,0.201633635,PROTEIN
FMN1 (YDR236c),0.220141,0.216998,0.201790266,PROTEIN
SYO1 (YDL063c),-0.334717,0.143079,0.202004811,PROTEIN
HIS1 (YER055c),-0.202846,0.163962,0.202146262,PROTEIN
KIN4 (YOR233w),-0.838195,0.951595,0.20235123,PROTEIN
OCA1 (YNL099c),0.350322,0.257356,0.202505576,PROTEIN
Phosphoenolpyruvic acid,-0.349717,0.212779,0.202743129,METABOLITE
Unidentified metabolite. RT 9.4329 (F),-0.762612,0.706861,0.202981173,METABOLITE
NOP2 (YNL061w),-0.182153,0.206686,0.203693563,PROTEIN
PHB2 (YGR231c),0.318144,0.360203,0.203841514,PROTEIN
TMA46 (YOR091w),-0.164078,0.177463,0.204540777,PROTEIN
GSP1 (YLR293c),-0.229878,0.254696,0.204610401,PROTEIN
YLR290C (YLR290c),-0.682982,0.713614,0.204715984,PROTEIN
DCW1 (YKL046c),0.370983,0.41206,0.205209594,PROTEIN
RVB1 (YDR190c),0.184828,0.140569,0.205233988,PROTEIN
YAR1 (YPL239w),-0.218098,0.0351918,0.205766998,PROTEIN
ARO2 (YGL148w),-0.133853,0.111111,0.205916168,PROTEIN
ESA1 (YOR244w),-1.07318,1.20029,0.20650879,PROTEIN
DSE4 (YNR067c),-0.384498,0.205307,0.206584931,PROTEIN
PUS4 (YNL292w),-0.220738,0.174725,0.206768751,PROTEIN
CBK1 (YNL161w),-0.116719,0.0978267,0.206861092,PROTEIN
NOP19 (YGR251w),0.421866,0.382366,0.207063165,PROTEIN
RPL2B;RPL2A (YIL018W;YFR031C-A),-0.161934,0.120051,0.207322875,PROTEIN
FTR1 (YER145c),0.284704,0.187371,0.207720341,PROTEIN
SNA4 (YDL123w),-0.386838,0.420104,0.207847153,PROTEIN
PGD1 (YGL025c),0.172517,0.068729,0.209110982,PROTEIN
BUD3 (YCL014w),-0.238509,0.19771,0.209139817,PROTEIN
FAD1 (YDL045c),0.144594,0.149053,0.209400411,PROTEIN
ARE1 (YCR048w),0.820402,0.400712,0.209517743,PROTEIN
RBL2 (YOR265w),0.187909,0.199555,0.209770615,PROTEIN
RPS1B (YML063W),-0.127791,0.0697507,0.209924508,PROTEIN
TAE2 (YPL009c),0.129983,0.0355947,0.210383611,PROTEIN
RPL26A (YLR344W),-2.11304,2.40362,0.210511122,PROTEIN
CPR3 (YML078w),0.086449,0.0834378,0.21083198,PROTEIN
HXT3 (YDR345c),-0.230079,0.223911,0.211082127,PROTEIN
RHO1 (YPR165W),-0.405806,0.449927,0.211778726,PROTEIN
RNH202 (YDR279w),-0.931033,1.06912,0.212353057,PROTEIN
YPR1 (YDR368w),-0.097116,0.0879395,0.21323213,PROTEIN
SIT4 (YDL047w),0.280916,0.311364,0.213372193,PROTEIN
HOM2 (YDR158w),-0.177017,0.203611,0.213659209,PROTEIN
GCD7 (YLR291c),-0.232098,0.0418156,0.21395744,PROTEIN
APL5 (YPL195w),0.13094,0.107881,0.214106442,PROTEIN
SEC13 (YLR208w),-0.188661,0.198704,0.214524485,PROTEIN
HRB1 (YNL004w),0.103386,0.0943229,0.214928096,PROTEIN
YCK1 (YHR135c),0.0635894,0.0517353,0.215816429,PROTEIN
ADI1 (YMR009w),0.251909,0.212756,0.215862677,PROTEIN
ARG4 (YHR018c),-0.147799,0.0744107,0.216478221,PROTEIN
PEA2 (YER149c),0.068142,0.0653419,0.216497986,PROTEIN
CST26 (YBR042c),0.187301,0.0979785,0.21670301,PROTEIN
ARG7 (YMR062c),0.0567862,0.03804,0.217067163,PROTEIN
SED4 (YCR067c),0.559036,0.0789705,0.217340251,PROTEIN
FBP26 (YJL155c),-0.828789,0.266788,0.217496126,PROTEIN
MCR1 (YKL150w),0.37219,0.411254,0.217692464,PROTEIN
VPS33 (YLR396c),0.30969,0.114739,0.217731108,PROTEIN
PRE7 (YBL041w),0.110969,0.0967088,0.21779409,PROTEIN
RPN6 (YDL097C),0.137231,0.142574,0.217993373,PROTEIN
TIF5 (YPR041W),-0.0421116,0.0370283,0.218057973,PROTEIN
TRS33 (YOR115c),0.20928,0.207105,0.218359251,PROTEIN
BEM1 (YBR200w),-0.286259,0.169028,0.218395187,PROTEIN
INP53 (YOR109w),-0.11543,0.116248,0.218682768,PROTEIN
5-Methylthioadenosine,0.0997222,0.104511,0.218925033,METABOLITE
NOP6 (YDL213c),-0.258699,0.248329,0.219175926,PROTEIN
YLL058W (YLL058w),-0.698998,0.808008,0.219194183,PROTEIN
ADE8 (YDR408c),-0.278429,0.276255,0.21924423,PROTEIN
SUM1 (YDR310c),0.200143,0.218431,0.219997073,PROTEIN
CL(66:3),-0.656679,0.600733,0.220190838,LIPID
YGR283C (YGR283c),0.622751,0.381795,0.220269574,PROTEIN
RIB2 (YOL066c),0.549651,0.168091,0.220527163,PROTEIN
ESS1 (YJR017c),0.205088,0.198608,0.220866419,PROTEIN
FPR1 (YNL135c),0.12854,0.150733,0.221284376,PROTEIN
BRR2 (YER172c),-0.126361,0.0312681,0.221598225,PROTEIN
Pyrophosphate,-0.342756,0.366998,0.221854494,METABOLITE
STE20 (YHL007c),0.112312,0.0939984,0.221904005,PROTEIN
PA(18:1/16:0),-0.131102,0.0883827,0.22240371,LIPID
FPR3 (YML074c),-0.219226,0.161248,0.223034257,PROTEIN
REX2 (YLR059c),0.258664,0.307659,0.223231863,PROTEIN
YDL073W (YDL073w),-0.820858,0.939676,0.223543799,PROTEIN
Uracil,-0.118161,0.123672,0.223845405,METABOLITE
Unidentified metabolite. RT 18.6356 (F),0.0783395,0.071145,0.223924249,METABOLITE
Unidentified metabolite. RT 13.3078 (F),0.100739,0.112106,0.224039305,METABOLITE
NYV1 (YLR093c),-0.684387,0.814089,0.225177709,PROTEIN
TCP1 (YDR212w),0.116593,0.130664,0.225212507,PROTEIN
SML1 (YML058w),-0.299608,0.333856,0.225247492,PROTEIN
ENB1 (YOL158c),-0.170209,0.10572,0.225531913,PROTEIN
TRZ1 (YKR079c),-0.252979,0.209267,0.225795417,PROTEIN
PHO23 (YNL097c),-0.490611,0.51888,0.225842173,PROTEIN
RPL38 (YLR325c),-0.231249,0.168628,0.225916825,PROTEIN
MSB1 (YOR188w),-0.28883,0.341166,0.225922807,PROTEIN
ACH1 (YBL015w),-0.305117,0.243124,0.225973041,PROTEIN
NOC2 (YOR206w),-0.132539,0.144993,0.22626119,PROTEIN
ADH3 (YMR083w),-0.312514,0.362766,0.226351747,PROTEIN
YMR124W (YMR124w),0.165183,0.17282,0.226358188,PROTEIN
GCV2 (YMR189w),-0.149416,0.174693,0.226891094,PROTEIN
YKL100C (YKL100c),-0.131831,0.139532,0.227007662,PROTEIN
YNR029C (YNR029c),0.158336,0.0727242,0.22728311,PROTEIN
Unidentified metabolite. RT 15.3952 (F),-0.214287,0.150011,0.227598924,METABOLITE
PPX1 (YHR201c),-0.0955469,0.0879089,0.227995959,PROTEIN
PCT1 (YGR202c),-0.317056,0.244672,0.229270004,PROTEIN
IMD2 (YHR216w),-0.367361,0.42758,0.230428301,PROTEIN
SED5 (YLR026c),0.191532,0.170341,0.231709858,PROTEIN
OSH6 (YKR003w),0.117791,0.115294,0.232315166,PROTEIN
SRP14 (YDL092w),-0.085112,0.052452,0.232341879,PROTEIN
CoQ6 (ubiquinone),0.871731,0.831556,0.232392,LIPID
SCW10 (YMR305c),-0.164381,0.128274,0.232611625,PROTEIN
IST1 (YNL265c),0.287751,0.254559,0.232999344,PROTEIN
Glycine,-0.284849,0.30351,0.233231127,METABOLITE
RPL14B (YHL001w),-0.438192,0.286396,0.234100208,PROTEIN
IPP1 (YBR011C),-0.158594,0.0744227,0.234673668,PROTEIN
YML131W (YML131w),0.190722,0.133628,0.235007138,PROTEIN
Unidentified metabolite. RT 18.1286 (F),-0.573118,0.373271,0.235060576,METABOLITE
SKP1 (YDR328C),0.300527,0.254909,0.235308573,PROTEIN
VPS9 (YML097C),-0.781141,0.919585,0.235567599,PROTEIN
SMD2 (YLR275w),0.258909,0.24547,0.235699165,PROTEIN
ECT1 (YGR007w),0.36565,0.23176,0.236395857,PROTEIN
RPB7 (YDR404c),-0.314869,0.328736,0.236725737,PROTEIN
Unidentified metabolite. RT 18.1258 (F),-0.487651,0.319065,0.236829351,METABOLITE
QCR2 (YPR191w),-0.0758752,0.0312123,0.236840578,PROTEIN
Unidentified metabolite. RT 17.7793 (F),-0.176793,0.201706,0.236849667,METABOLITE
KEI1 (YDR367w),0.537455,0.131533,0.236894244,PROTEIN
VAR1 (Q0140),-0.590151,0.64837,0.237586842,PROTEIN
STE18 (YJR086w),-1.31987,1.58197,0.237661909,PROTEIN
DUG3 (YNL191w),-0.899478,1.12283,0.237821404,PROTEIN
AIM24 (YJR080c),0.461596,0.301839,0.23788346,PROTEIN
STE24 (YJR117w),-0.328041,0.378134,0.237976575,PROTEIN
ZRC1 (YMR243c),-0.295874,0.34285,0.238111703,PROTEIN
EAP1 (YKL204w),0.184463,0.121673,0.238123766,PROTEIN
PHO90 (YJL198w),-1.20874,1.51106,0.238324963,PROTEIN
HMG2 (YLR450w),0.185848,0.22201,0.238330977,PROTEIN
RIB3 (YDR487c),-0.111116,0.118747,0.238765576,PROTEIN
KRE33 (YNL132w),-0.101434,0.0635869,0.238914415,PROTEIN
PFK26 (YIL107c),1.57172,0.169257,0.239094565,PROTEIN
MLP1 (YKR095w),0.053156,0.0380687,0.239215166,PROTEIN
RIM2 (YBR192w),-1.14985,1.40867,0.239229706,PROTEIN
REH1 (YLR387c),-0.219951,0.180265,0.239357084,PROTEIN
YGR237C (YGR237c),0.802046,0.134594,0.239515022,PROTEIN
VPS52 (YDR484w),1.34551,0.492174,0.239659113,PROTEIN
MRPL13 (YKR006c),-0.294585,0.369608,0.240008347,PROTEIN
VPS4 (YPR173c),0.252399,0.225445,0.240066467,PROTEIN
ALG11 (YNL048w),-0.186479,0.227536,0.240139724,PROTEIN
Unidentified metabolite. RT 19.3586 (R),-0.281481,0.333832,0.240168222,METABOLITE
ERG2 (YMR202w),0.189489,0.171088,0.240427747,PROTEIN
RPS29B (YDL061C),-0.270082,0.3202,0.240780288,PROTEIN
SEC26 (YDR238c),0.0539972,0.0371532,0.240877479,PROTEIN
SHE3 (YBR130c),0.131352,0.0627056,0.241202364,PROTEIN
ESF2 (YNR054c),-0.467276,0.58513,0.241281681,PROTEIN
DDR48 (YMR173W),0.327901,0.229668,0.241317204,PROTEIN
HTZ1 (YOL012C),0.327232,0.215272,0.24199049,PROTEIN
MDH1 (YKL085w),0.0842988,0.0651094,0.242052436,PROTEIN
YNL200C (YNL200c),0.777714,0.854446,0.242114775,PROTEIN
YKR023W (YKR023w),-0.760385,0.870753,0.242183337,PROTEIN
RSC6 (YCR052w),-0.245869,0.108937,0.242612815,PROTEIN
D-Glucopyranose,-0.0760047,0.0882936,0.242671157,METABOLITE
CUS1 (YMR240c),-0.744971,0.672503,0.243072873,PROTEIN
RHO4 (YKR055w),1.00749,0.448479,0.24360444,PROTEIN
ERG10 (YPL028W),-0.169765,0.161807,0.243609368,PROTEIN
LUC7 (YDL087c),0.290555,0.324599,0.24374841,PROTEIN
CUE1 (YMR264w),0.131509,0.135771,0.24385034,PROTEIN
RPS21B (YJL136c),0.394383,0.499887,0.244555312,PROTEIN
SMD3 (YLR147c),0.251634,0.224131,0.244634387,PROTEIN
PPA2 (YMR267w),0.170746,0.0253265,0.24489647,PROTEIN
Unidentified metabolite. RT 10.8524 (R),0.161183,0.101948,0.245321939,METABOLITE
APS1 (YLR170c),-0.233241,0.166886,0.245462699,PROTEIN
STO1 (YMR125w2),0.074897,0.0742378,0.24558165,PROTEIN
Unidentified metabolite. RT 14.0263 (F),-1.23396,1.4702,0.245666054,METABOLITE
Proline,0.330678,0.165019,0.245822543,METABOLITE
BUD27 (YFL023w),-0.114075,0.067555,0.245867965,PROTEIN
RAX2 (YLR084c),0.330905,0.0857038,0.246078473,PROTEIN
CGI121 (YML036W),-0.346577,0.395473,0.246828025,PROTEIN
KAP120 (YPL125w),-0.119242,0.112536,0.246952227,PROTEIN
BUR6 (YER159c),-0.213746,0.272701,0.2482988,PROTEIN
YBP2 (YGL060w),0.337896,0.263794,0.248555926,PROTEIN
YDL144C (YDL144c),0.556392,0.537551,0.248893312,PROTEIN
HTS1 (YPR033C),-0.0419737,0.0317162,0.249465108,PROTEIN
COY1 (YKL179c),-0.133809,0.0103584,0.250857927,PROTEIN
RPL18B;RPL18A (YNL301C;YOL120C),-0.133539,0.149402,0.2509354,PROTEIN
RPC10 (YHR143w-a),0.279172,0.286179,0.251122304,PROTEIN
INP54 (YOL065c),-0.0956807,0.111968,0.25137607,PROTEIN
CRN1 (YLR429w),0.0576805,0.0271473,0.251499289,PROTEIN
SFP1 (YLR403w),-0.902695,0.98718,0.251786108,PROTEIN
ARG8 (YOL140w),-1.12172,1.44073,0.251951675,PROTEIN
CPR4 (YCR069w),0.406054,0.409699,0.25201008,PROTEIN
YPR063C (YPR063c),-0.182957,0.228769,0.252463266,PROTEIN
PCM1 (YEL058w),-0.100274,0.0545288,0.253068655,PROTEIN
SHR3 (YDL212w),-0.419007,0.505991,0.253819582,PROTEIN
ROD1 (YOR018w),0.605957,0.676389,0.25415214,PROTEIN
RPT5 (YOR117W),0.10091,0.114594,0.254274712,PROTEIN
AVL9 (YLR114c),0.215393,0.21947,0.254852691,PROTEIN
RPL35B;RPL35A (YDL136W;YDL191W),-0.132692,0.158147,0.254950642,PROTEIN
MVD1 (YNR043w),0.0818469,0.0826276,0.255030649,PROTEIN
SIT1 (YEL065w),0.454834,0.420755,0.255126082,PROTEIN
YGR122W (YGR122w),0.551435,0.212688,0.255569268,PROTEIN
TRM11 (YOL124c),-0.174979,0.0844677,0.255857068,PROTEIN
CDC31 (YOR257w),0.212902,0.212193,0.25629509,PROTEIN
PE(18:1/16:1),0.0770866,0.0523223,0.256844095,LIPID
STB3 (YDR169c),0.576376,0.312217,0.25688962,PROTEIN
YTM1 (YOR272w),-0.199931,0.198258,0.257025916,PROTEIN
RSC4 (YKR008w),-0.183128,0.221874,0.257209245,PROTEIN
YMR134W (YMR134w),-0.539292,0.698013,0.257581974,PROTEIN
GRX7 (YBR014c),-0.148114,0.0577696,0.25764979,PROTEIN
ALG1 (YBR110w),0.197929,0.254615,0.25803209,PROTEIN
UTP22 (YGR090w),-0.0752207,0.0405149,0.258290459,PROTEIN
INM1 (YHR046c),0.27827,0.365407,0.258319658,PROTEIN
BNA4 (YBL098w),-0.600684,0.730042,0.258655657,PROTEIN
BMH1 (YER177W),0.0602733,0.0741745,0.258670846,PROTEIN
ALB1 (YJL122w),-0.231207,0.293729,0.258905243,PROTEIN
NBP2 (YDR162c),0.16362,0.143458,0.25958319,PROTEIN
YGR017W (YGR017w),0.173835,0.124931,0.259593074,PROTEIN
RPN11 (YFR004w),0.0962625,0.0262392,0.259598427,PROTEIN
SNC1 (YAL030w),1.07061,0.0199589,0.259767463,PROTEIN
Threonine,-0.200796,0.155194,0.260002816,METABOLITE
GCV3 (YAL044c),-0.468751,0.603355,0.260094468,PROTEIN
NET1 (YJL076w),0.0603058,0.0761288,0.260239045,PROTEIN
ACS2 (YLR153c),-0.0814806,0.0875057,0.260537208,PROTEIN
SSH1 (YBR283c),0.118351,0.14176,0.260809006,PROTEIN
RUB1 (YDR139c),0.980241,0.123352,0.26152452,PROTEIN
SRP21 (YKL122C),-0.167014,0.0407675,0.261741339,PROTEIN
MKT1 (YNL085w),-0.195194,0.244247,0.261756931,PROTEIN
MRPL23 (YOR150w),-0.216387,0.160657,0.262090416,PROTEIN
SKN7 (YHR206w),-0.254559,0.305851,0.262160549,PROTEIN
SGM1 (YJR134c),0.249729,0.325006,0.262193289,PROTEIN
YAK1 (YJL141c),0.390805,0.219278,0.262226763,PROTEIN
BER1 (YLR412w),0.62324,0.567986,0.262253295,PROTEIN
MSC6 (YOR354c),-0.166839,0.151031,0.263303031,PROTEIN
TIM17 (YJL143w),0.300173,0.21661,0.263351846,PROTEIN
2-Ketoglutaric acid,0.416475,0.347287,0.263473004,METABOLITE
PLB2 (YMR006c),-0.750311,0.897832,0.264787493,PROTEIN
ORC1 (YML065w),-0.613366,0.819149,0.264789343,PROTEIN
YHR182W (YHR182w),1.98981,2.21907,0.265571314,PROTEIN
NOP4 (YPL043w),-0.174344,0.138157,0.26567838,PROTEIN
Oleic acid (FA(18:1)),0.314837,0.372258,0.265688857,LIPID
GCN1 (YGL195w),-0.0687563,0.0679227,0.265925385,PROTEIN
NTF2 (YER009w),-0.114802,0.153086,0.266046005,PROTEIN
RSM19 (YNR037c),0.26053,0.202128,0.266106591,PROTEIN
YRA1 (YDR381w),0.193019,0.192203,0.266220245,PROTEIN
MLC2 (YPR188c),-1.02338,1.35631,0.266661959,PROTEIN
YPL245W (YPL245w),-0.140816,0.0102846,0.266973303,PROTEIN
ERJ5 (YFR041c),0.153979,0.196797,0.267205701,PROTEIN
YOP1 (YPR028W),-0.0915099,0.0904477,0.267493972,PROTEIN
RPL6B (YLR448W),0.0479537,0.0473438,0.267511154,PROTEIN
YBR242W (YBR242w),-0.2775,0.135652,0.268051143,PROTEIN
DRN1 (YGR093w),-0.130619,0.0927871,0.268079452,PROTEIN
OAC1 (YKL120w),0.255928,0.182557,0.268080997,PROTEIN
GEF1 (YJR040W),-0.278182,0.356349,0.268473644,PROTEIN
YIH1 (YCR059c),-0.278349,0.312402,0.269132275,PROTEIN
SPN1 (YPR133c),0.130542,0.168634,0.269299192,PROTEIN
SOF1 (YLL011w),-0.19154,0.239302,0.269699164,PROTEIN
EFG1 (YGR271c-a),-0.178584,0.103929,0.269805159,PROTEIN
NCE102 (YPR149w),1.85016,2.36416,0.270173919,PROTEIN
TRM9 (YML014w),-0.171038,0.0850375,0.27080792,PROTEIN
MYO2 (YOR326w),-0.0565436,0.0749633,0.271163697,PROTEIN
TAF12 (YDR145w),-0.14876,0.181547,0.27180906,PROTEIN
MSI1 (YBR195c),-0.147883,0.0526789,0.272077247,PROTEIN
DRS1 (YLL008w),-0.0802017,0.107019,0.272266257,PROTEIN
ALG6 (YOR002w),0.543443,0.444081,0.273463334,PROTEIN
VPS45 (YGL095c),-0.238199,0.210496,0.273530687,PROTEIN
TPM1 (YNL079c),-0.104242,0.0919094,0.273787971,PROTEIN
CKI1 (YLR133w),0.148239,0.0835444,0.274074476,PROTEIN
MIT1 (YEL007w),0.267509,0.343984,0.274468453,PROTEIN
RLP7 (YNL002c),-0.208268,0.190551,0.274693992,PROTEIN
PWP2 (YCR057c),-0.157995,0.0635362,0.275013524,PROTEIN
SRP101 (YDR292c),-0.0663128,0.0697967,0.275126023,PROTEIN
SPT3 (YDR392w),0.408583,0.373459,0.275549096,PROTEIN
AKR2 (YOR034c),-0.549941,0.5358,0.275667652,PROTEIN
LSM1 (YJL124c),-0.0614466,0.0786232,0.275813785,PROTEIN
LTP1 (YPR073c),0.138106,0.153401,0.27624536,PROTEIN
VAM6 (YDL077c),0.552547,0.699868,0.276298692,PROTEIN
BSP1 (YPR171w),-0.501357,0.592379,0.276661773,PROTEIN
MNL2 (YLR057w),0.328299,0.140212,0.277072471,PROTEIN
GRX4 (YER174c),-0.330756,0.295534,0.277118307,PROTEIN
